text	label
Thấy không hiệu quả, dù là tóc hay da, khi đang làm liệu trình các nhân viên và tư vấn viên sẽ vây lại xung quanh để tạo áp lực đò đưa các dịch vụ khác hoặc là mua sp( đắt đỏ và cũng chẳng có hiệu quả). Chân thành khuyên các bạn nếu vẫn muốn thử thì tốt nhất đừng mua liệu trình mà hãy trải nghiệm thử 1,2 buổi còn nếu bạn bắt buộc phải mua liệu trình thì phải biết mặc cả giá, vì đó toàn là giá trên trời đối với chất lượng tệ hại như vậy.	0
❤️❤️❤️	1
Chúng tôi đã có trải nghiệm tệ. Các bạn không uy tín . Nói một đằng lại sang một nẻo khác. Bệnh viện lớn nhưng làm việc thiếu chuyên nghiệp.	0
e rất mong nhận được quà của bs	1
😍😍😍	1
Chúc Bác Sĩ khai trương Hồng phát!	1
Chúc Khai Trương Hồng Phát ạh	1
Em có không	1
Thiếu chuyên nghiệp, nhân viên nam ngồi tư vấn cùng bác sĩ nói rất nhiều nhưng không ý thức được mình đang tư vấn gì, trị thâm mắt mà nhầm sang làm mọc tóc 2,3 lần. Rất thích khẳng định có kinh nghiệm này kia. Khách hỏi công nghệ và thành phần dưỡng chất là gì thì cả bác sĩ và ng này đều kh nói được cụ thể, chỉ nói chung chung là dưỡng chất trị thâm.	0
rộn ràng tết quá à!!!	1
"❤️ Chúc Bạn 1 Ngày Mới Tốt Lành Và Tràn Đầy Năng Lượng 
💘 Bạn đang tìm kiếm cơ hội việc làm trong ngành Spa & TMV? 
💑 Nếu vậy, hãy tham gia ngay nhóm Tuyển Dụng Spa TMV ✅ trên Facebook. 
💢 Nơi đây, bạn sẽ tìm thấy công việc phù hợp với bản thân, cũng như cơ hội học hỏi, phát triển và thăng tiến trong sự nghiệp!
👉 Hãy nhanh tay tham gia nhóm để không bỏ lỡ cơ hội 15:45:02
https://www.facebook.com/groups/tuyendungktv"	1
"Tới nơi thẩm mỹ viện bắt đánh 5 sao để nhận khuyến mãi nên mọi người đừng tin 5 sao ở trên này nhé!
Bác sĩ vừa làm vừa nói chuyện với nhân viên, ko tập trung, cắt mắt mình bên to bên nhỏ rõ ràng nhưng tới khi mình tới xem lại lại cứ bảo đều rồi, đổ thừa ngược lại do mình"	1
!	1
Hết một liệu trình nhưng không mang lại kết quả nói một đằng làm một nẻo	0
Tổng cộng hết  một đống tiền mà không mang lại kết quả gì hết, hay do mình sinh viên nên bác sĩ đồ chỉ quan tâm đến ví tiền chứ chả quan tâm đến hiệu quả nhỉ	0
Thich cách trả lời của Bác sĩ...	1
Nhà WC hơi bé, lỡ 3 người cùng lúc đi thì phải đợi	1
!	1
Quá tận tâm luôn chị ơi	1
Chuẩn bị gặp bs rồi❤️❤️❤️❤️	1
Hên xui, có hôm đến sớm đến trễ gì vẫn làm liền, còn xui thì đợi chắc cả tiếng	1
No 1	1
Thích mần Dance, mà mẹ bắt mần BS, kkk	1
Bị kích ứng da	0
💞🤭💞🤭	1
Em rất mong được may mắn từ bác	1
U là chài 🤣 hèn chi chiều nghe nhạc	1
"Để biết thêm về thông tin chi tiết các công nghệ tại Pensilia, liên hệ trực tiếp qua hotline 032.6666.247 hoặc (0251).381.9666 
----------------------
Pensilia Đồng Nai: Tầng lửng TTC Plaza 53-55 Võ Thị Sáu, TP. Biên Hòa."	1
Đường dây điện thoại hỗ trợ khách hàng không ổn định, gây ra sự bất tiện khi gặp vấn đề cần giải quyết.	1
Cho chị loại này cho con gái e nha! Cảm ơn e😍	1
Thái Lan ah anh ?	1
Kỳ này tiên vô tk chị hơi nhiều rồi..chia cho e với hihi	1
"Link nhà sản xuất: 
https://norseld.com/norseld-medical-lasers/patients-m-l/"	1
⭐⭐⭐⭐⭐	1
"Chất lượng dịch vụ khâu tư vấn quá tệ, mình chở bà xã đi nhiều lần bên này nhưng 2 lần gần đây minh thật sự không thích cách đối xử với khách hàng của nhân viên.
Lần đầu tiên tới, đã gọi đặt lịch trước lúc 16h00 nhưng lúc tới mình vẫn phải đợi thêm 30p, sau 30p đó bạn nhân viên bảo :""không có ai làm"" và nói như kiểu đuổi khéo mình về.
Lần 2, ok thôi ko sao. Mình quay lại cũng đặt lịch trước 16h00 nhưng mình tới sớm lúc 15h. Bạn nhân viên ra bảo do mình tới sớm quá nên ko có ai làm và kêu mình tới đúng 16h, mình ko thể nào tin nỗi cái cách xử lý kém chuyên nghiệp của bạn nhân viên đó, quá thụ động và vô cùng chợ búa, nói chuyện với khách hàng 1 mực bảo mình sai hoàn toàn, đến cạn lời đến cái cách nói chuyện của bạn, cứ đăm đăm vào chuyện mình tới sớm chứ chẳng nói được câu nào ra hồn. Quá chán với cái thái độ nhân viên bên này, hết liệu trình này mình say bye luôn."	0
Mụn đầu đen, mụn cám trị như thế nào vậy ạ	1
Dù đã tuân thủ đúng theo chỉ định của chuyên gia nhưng không thấy kết quả đáng kể!	0
Không biết các dịch vụ khác như thế nào nhưng dịch vụ triệt lông cực kì tệ, làm sơ sài, qua loa và siêu ẩu….	0
Trước có dịch vụ tiêm filler đầy mắt, bảo mình chụp ảnh mặt gửi qua xong không thèm trả lời luôn. Thật hụt hẫng	1
Mê quá trời ơi, tui cũng muốn huhuhu.	0
2 đẹp như tiên	1
10 đỉm không có nhưng ạ!	1
Kể tình trạng àm bác sĩ cười làm mình quê quá 	0
Quá tệ trong tác phong phục vụ	1
...	1
FB thì đăng bài mà nhắn tin không rep	1
Bác sĩ khám qua loa, k hỏi tình trạng da mà chỉ muốn bán thêm sp cho khách. Nhân viên thì tùy từng nhân viên, lần gần nhất đi làm nv đắp mặt nạ cho xong thì di làm cho người khác mặc dù để chạy đủ số ca.	0
xin chào	1
🇮🇹	1
Nó quảng cáo để lừa khách á bs. Khi vào nó vẽ nhiều thứ lắm, hơn chi phí 40 50tr rất nhiều.	0
tôi thấy hình ảnh BS Phương Thảo đã bị tên lừa đảo post lên Facebook  với  tên Helen Kim Vuong và gửi đi khắp nơi để scam người khác. Hãy cẩn thận	1
Bác Thảo  cập nhật  nhiều kỹ thuật mới về làm đẹp cho các chị em VN ! Cho ai cũng đẹp giống BS nha!!!	1
Bác sĩ dễ thương quá ạ	1
Ở đây khiến da mình tệ càng thêm tệ :(( mình đi ở đây 5 lần rồi lần đầu chỉ bị mụn xung quanh mũi và miệng và sau 5lan đi mình bị lan nặng ra 2 bên má. Da mình khá là yếu nhưng lần nào đi cũng phải nặn mụn và lazer. Điều mình rất rất bực bội ở đây là các chị kĩ thuật viên nặn mụn không hề có tâm lun nha :)) đã ko có tâm rồi mà cách làm việc cũng sơ xài như kiểu lẹ lẹ cho xong á, nặn rất đau và sau mỗi lần nặn như vậy về nhà da mình bị viêm đỏ khá nhiều và lên mụn đầu trắng. Ở đây cho mình cảm giác rằng là nếu b ko nhìu tiền thì b ko đc chăm sóc tốt z á :) mình là hssv mỗi lần đi chi phí là 2tr mấy nhưng kết quả mình nhận lại là nát càng thêm nát. Thật sự rất thất vọng và quá là sợ mấy chị nặn mụn ở đây lun nha. Mình né luôn	0
gg	1
Nhìn dàn máy chỉ biết mê thôi	1
"Hình như Năm 2018 có 1 vụ bị hỏng
Các năm sau ko pik. Nghe nói bác sĩ và nhân viên lúc phẩu thuật cho khách hay ra ngoài nghe điện thoại. Chị lênh mạng xem thêm nha"	0
Chao bs	1
Mai chị đi tái khám	1
Thiếu chuyên nghiệp . Không có chuyên môn . Ko trả lại tiền	0
Chúc Bác Thảo khai trương Hồng phát!	1
🌸	1
Hay quá bs Thảo ơi	1
Nhân viên kỹ thuật gắt gỏng với tôi.	1
"Công nghệ đèn Led sinh học hiện đại được FDA kiểm chứng an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf11/K113668.pdf"	1
C cho e hỏi ngồi trong nhà dùng máy tính hay điện thoại có cần bôi kem chống nắng ko	1
Chắc cũng ổn ổn đó, về ngay nha chị, giữa tháng 3 là ok nè	1
Hay thế, chị xem mấy lần vẫn thích😍	1
Tết Nhất tới mà vô làm chẳng đâu ra đâu, fải bỏ ngang ở đây để kiếm chỗ khác .	1
Thời gian làm việc không đồng nhất, khiến mình không biết khi nào là thời điểm phù hợp để ghé thăm.	1
Thái độ bảo vệ có vấn đề. Thiếu tế nhị!	0
Giảm cân an toàn	1
Lịch lãm phong độ bảnh trai lắm cháu tui ơi	1
Trụ sở nhà Pensilia rất ok: rộng - thoáng - đẹp - chất lượng cao nè!	1
bị mất tiền oan, đừg dại mà làm ở đây	1
Tư vấn thì rõ nhiều mà cuối cùng mình chả hiểu gì, đúng thật là có cái mác bác sĩ chỉ để lừa tiền người dân. T thà đi bệnh viện da liễu còn hơn ở đây 	0
"Công nghệ Laser đồng ánh sáng kép được FDA chứng nhận:
- Điều trị nám, đỏ da
- Điều trị mụn
- Bật tông da, trắng sáng
- Và các bệnh lý về da
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
Sao tao thấy m căng thẳng dị 😅	1
Hiệu quả ở mức trung bình, giá cao hơn mặt bằng. Người tư vấn nói dối khách hàng, lừa khách mua dịch vụ.	0
Chất ngất quá bs Thảo ơi🥰	1
Sylfirm với Potenza khác nhau ntn vậy ạ	1
Quà xịn quớ	1
Trời ơi phải tìm hiểu kĩ trc khi làm chứ b. Chọn bsi có tiếng, có chuyên môn, dịch vụ có bảo hành ấy. 	1
Có anh trai ck tiền cho sướng quá kkk	1
nhân viên tư vấn giá khống lên để ăn chặn tiền của khách hàng . Em với Chị em làm cùng thời điểm cùng dịch vụ mà được báo 2 giá niêm yết khác nhau , 2 gói như nhau mà chênh lệch tận 6 triệu . Tự hỏi nhân viên có ăn chặn trong đó không	1
Hello bác sĩ 👩‍⚕️	1
Mong được nhận quà từ Bác Sỹ	1
Happy new year Pensillia 😚	1
Mong đợi nhận được quà từ bác thảo	1
Làm việc không có trách nhiệm chặn Facebook khách hàng. Làm hứa cam kết 1 đường đi làm 1 nẻo. Gian dối lừa đảo	1
Chúc bs có 1 ngày 20/10 ý nghĩa trọn vẹn	1
mong được nhận quà của bs ạ	1
Không uy tính!	1
Xịn xò quá	1
Chính sách đổi trả cực kỳ kém, dựa trên lợi nhuận nhiều hơn lợi ích khách hàng. Tình trạng da sẽ k được đảm bảo đâu vì tất cả nhân viên sẽ cố khuyên sử dụng dịch vụ hoặc sản phẩm nhằm tăng doanh thu phòng khám. Tay nghề điều dưỡng nặn mụn chưa tốt, về rất dễ nổi mụn đầu trắng do nặn chưa sạch	0
Tuyệt vời	1
Nhìn phòng khám quá đẹp quá hoành tráng bs Thảo.	1
Hồng Phượng chị ơi	1
Team Pensilia trẻ và xung sức quá đa :)	1
Bài thuyết trình Rất hay và đúng trong tâm	1
Các bs nhân viên Pensilia ai cũng đẹp. Dê thương quá chừng. Chúc hệ thống Pensilia. Năm mới dồi dào sức khỏe. An khang Thịnh vượng Van sự như ý và càng ngày càng phát triển mạnh mẽ hơn	1
xinh ha	1
Tiêm filler cằm giữ được khoản bao lâu ạ	1
Quá chuẩn luôn kinh nghiệm của em bán hàng và trị mụn cho khách cũng vậy	1
Xin ly nước mà cho cái ly chút éc, sợ uống hết nước hay gì 	1
hâhhaaa bs Thảo bắt trend dữ quá a😆	1
Nay em nhon hè	1
e rất mong nhận được quà của bs	1
ội xinh đẹp quá đi anh mình ơi	1
Sau laser pico da bị tăng sắc tố thì dùng sản phẩm gì ạ?	1
!	1
chị ơi cái Sylfirm khác ntn với Potenza vậy chị	1
Xịn xò quá 🎉🎉🎉	1
Bs lên chương trình khuyến mãi giá sinh viên để các bạn có điều kiện đến điều trị đi bác. Đang hè nè Bác , trong đó có em nữa hihi	1
Khi em liên hệ tới nhưng người tư vấn không nói chuyện nhiệt tình, nói chỉ để cho có nói. Khi khách hàng đang thắc mắc thì phải giải đáp những khúc mắc đó chứ, cứ nói chung chung cảm hấy rất bực mình	1
Halen Pham	1
Tư vấn qua điện thoại không chuyên nghiệp, không giải quyết được vấn đề của mình.	0
Cận cảnh hình ảnh trước và sau thực hiện.	1
xinh đẹp nè😍	1
Chúc bác khai trương hồng phát	1
Chi phí Thermage và tiêm HA chi phí là bao nhiêu vậy bác sĩ	0
Giá cả của các liệu pháp quá cao, không phản ánh đúng giá trị thực sự!	0
Tuyệt vời quá.	1
Quà tặng hấp dẫn quá bs Thảo ơi	1
Tmv nằm ở mặt bằng mà đường đó kẹt xe dữ quá	0
Nhìn dàn máy chỉ biết mê thôi	1
chào bác sĩ	1
"Công nghệ Laser Đồng đã được FDA chứng nhận an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
⭐⭐⭐⭐⭐	1
Ultra 4 rồi há :))	1
Page flop quá nên đăng lên để câu tương tác à	1
Mong nhận được quà từ bs	1
xin chào	1
Em nói sao chứ bữa chị bắn Hifu đau thấu trời😢	1
Tin zui à nheng 😊	1
2 đẹp như tiên	1
chào bác sĩ	1
Hóng nhận quà 😆	1
Tạm biệt bác sỹ	1
Dạ em có chơi vs chị này, mà mấy nay em cứ kêu chỉ lo tap trung tính lương đi á :)))	1
Điều trị không tốt như lời đồn. Bác sĩ yêu đề xuất mình theo một liệu trình 5 tháng. Nhưng mình đã theo và cố gắng rất nhiều kết quả còn tệ hơn lúc trước của mình nữa. Tư vấn viên thì đạo tạo như quần què, Không hiểu sao chỗ này nó vẫn sống được qua từng đó thời gian 	0
"Công nghệ laser 3 tia được FDA chứng nhận an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201594.pdf"	1
Nhân viên tư vấn quá nhiều, gần như ngày nào mình đi cũng nói mình đang có khuyến mãi không đăng kí sẽ hết. Không có bảng giá cho dịch vụ nào hết, mỗi ng mỗi kiểu, mỗi lần lại khuyến mãi lại giá khác. Điều quan trọng là không hiệu quả. 	0
Chúc bác Thảo năm mới thành công và hạnh phúc hơn nữa	1
Service như hạch	1
Ultra 4 rồi há :))	1
Gọi cskh không ai nghe máy	0
2 “mẫu” có bị lu mờ bởi các chiến thần xịn xò không sếp 😂	1
Con chờ áo mưa	1
xinh ha	1
Lừa đảo khách hàng, gọi điện tư vấn một giá đến làm một giá. Chỉ nặn mụn mà giá 400k. Nên tránh	1
Hay nha!	1
đúng là ngàn hoa 🌺	1
E ở Hà nam, muốn được thăm khám bên c mà khó quá	1
😍😍😍😍	1
Bác ơi làm laser co2 và sylfirm cách tháng thì tiêm Ha căng bóng được k ạ	1
Happy new year to all of you	1
Cho em share nha chị	1
Chào Bác	1
Bác ơi làm laser co2 và sylfirm cách tháng thì tiêm Ha căng bóng được k ạ	1
Quá chời đẹp rồi…coi chừng tui 😌😆	1
Mụn đầu đen, mụn cám trị như thế nào vậy ạ	1
Bác có căng chỉ mũi ko ạ?	0
Mong được nhận quà từ bác Thảo	1
Nhân viên Thái độ lồi lõm, dịch vụ không có hiệu quả, sử dụng hết gói mà không thấy thầy đổi gì, nhờ hỗ trợ thì tư vấn viên tỏ thái độ, yêu cầu mua thêm gói chứ không bảo hành hay nâng cấp chất lượng. Sẽ ngăn cản ng quên không ghé spa này	0
Công nghệ xịn xò quá Bác ơi .	1
Huỳnh Trung Hiếu phụ đạo lại đi. Haha	1
Bác sĩ dễ thương quá	1
"Thật sự tệ
Nhân viên tư vấn ba hoa, quảng cáo thu lợi nhuận ko quan tâm chất lượng
Ko phản hồi khác hàng khi có sự cố
Bs thiếu trách nhiệm"	0
Trời mát mát đi chơi lại nha Mi	1
1 sao là quá cao cho dịch vụ thậm tệ như này	1
cảm ơn nàng hoa hậu nhé	1
Tư vấn gì mà dùng thuật ngữ chuyên ngành nhiều quá, thực sự tào lao hết chỗ nói 	1
Bên anh nhiều hot gơ vậy mà sao mấy lần em qua không thấy anh 🤣	1
Bs ơi. Nhanh về để ce đc ưu đãi nhé	1
làm ăn không có tâm!!lấy tiền người ta mà làm cho có!!!xong rồi lại biện một đóng lý do để thoát khỏi trách nhiệm	0
Tiêm HA đc bao lâu ạ bs!	1
xin vía được quà từ BS Thảo <3	1
Hay quá 😀😀😀😀😀😀❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😀😀😀😀😀😀😀😀😀😀😍😍😚	1
Chào bs	1
Chúc Bác Thảo khai trương Hồng phát!	1
Vừa được đi học vừa được làm đẹp. Sướng nha 🌸🌸❤️. Hình hoa đào đâu e? Bên đó đang mùa hoa hả?	1
Đã tuân thủ đúng theo hướng dẫn nhưng không thấy sự cải thiện sau liệu trình!	1
Làm lẹ lẹ rồi về chứ ở đó không ai tiếp, chắc do bận đồ xấu	1
Đẹp gái quá à	1
Đã trải qua liệu trình nhưng mà tình trạng da không cải thiện, còn tổn thương nữa!	0
Những kỷ niệm khó quên	1
Có anh trai ck tiền cho sướng quá kkk	1
Da căng bóng ko tì vết, mê quá à.	1
Bài thuyết trình Rất hay và đúng trong tâm	1
Lên xóa hình xăm xong phòng khám tặng mình cục sẹo. Vãi nồi thiệt chứ 	0
tư vấn kém, thiếu chuyên nghiệp ko có chuyên môn, kèm bán hàng đa cấp	1
Tiêm filler cằm giữ được khoản bao lâu ạ	1
Bệnh viện gì đâu mà gọi kg bao giờ bắt máy,	1
Huhu làm cái sylfirm đẹp mà đau muốn xĩu 😭😭😭 mỗi lần làm là e khóc hết mấy dòng sông , chỉ gở gạt dc 1 điều là vừa dứt kim đắp mask phát là bt luôn ko còn đau dai dẵng như làm lăn kim	1
Chơi dữ luôn ta, vậy mới vui	1
Mất quá nhiều thời gian và công sức vào liệu trình nhưng không nhận được kết quả mong đợi!	0
Wow Bác Việt Cố Lên	1
E chào bs	1
Quá xá rộn ràng rồi 🎉	1
C chưa bao giờ nhận được quà từ nhà Pensilia đấy nha!	1
Dịch vụ kém chất lượng, nhân viên không chuyên nghiệp, không đáng tiền.	0
"Để biết thêm về thông tin chi tiết các công nghệ tại Pensilia, liên hệ trực tiếp qua hotline 032.6666.247 hoặc (0251).381.9666 
----------------------
Pensilia Đồng Nai: Tầng lửng TTC Plaza 53-55 Võ Thị Sáu, TP. Biên Hòa."	1
Mong được nhận quà tặng điều trị nám của Pensilia!	1
Bs mặc bộ này đẹp quá nha	1
"Mình đi làm mặt ở đây. Sử dụng gói chăm sóc cơ bản. Tuy nhiên, mình thấy cách phục vụ ko thân thiện và nhã nhặn lắm. Khách vào ko chào mà hỏi ""Làm gì đây?"" Ngay từ cửa."	0
Em thì hay tiêm tan quầng mắt bên mình	1
có nhoe, gặp mấy chị boos bán kem thiên nhiên, kem thảo dược, kem trộn đội lốt ... là sạch 100%, hí hí	1
Chốt luon Chị ơi cho Em theo !	1
Chói quá chói nha chế	1
Bs điều trị da liễu rất hiệu quả luôn. Về sắc tố, về sẹo, chàm trẻ em.😍😍😍	1
Sau laser pico da bị tăng sắc tố thì dùng sản phẩm gì ạ?	1
Bs ơi. Nhanh về để ce đc ưu đãi nhé	1
Không liên quan đến da cho em hỏi bên mình có điều trị rụng tóc không ạ?	0
🌟	1
Chuc Bac khai truong phat tai phat loc	1
Bs ơi hãy gọi tên em <3	1
2 bs xịn sò ❤️❤️	1
Xịn xò quá	1
Địa chỉ khó kiếm, biển hiệu bị ẩn vào trong tìm hoài không thấy phải hỏi người dân lân cận mới lần ra	1
Huy Võ	1
😍😍😍😍	1
Sản phẩm và dịch vụ không đảm bảo về chất lượng, khiến khách hàng lo lắng về tác động lâu dài.	0
"Công nghệ Laser đồng ánh sáng kép được FDA chứng nhận:  
- Điều trị nám, đỏ da 
- Điều trị mụn 
- Bật tông da, trắng sáng 
- Và các bệnh lý về da
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
DẠ em chào Bs <3	1
Làm k chuyên nghiệp, thời nào rồi mà còn làm viền môi, bên cao bên thấp,màu lên k chuẩn quá đậm, môi k đều màu, làm xong nhìn già đi cả chục tuổi, vừa tốn tiền vừa tức. 😭, muốn chửi thề. …	1
Spa làm ăn lật lộng kinh khủng, mọi người né sớm tránh mất tiền ôm thêm cục tức.	0
mlem mlem	1
Quá tuyệt vời	1
Cho e xin chương trình mua 2 tặng 1 ở chi nhánh hcm với ạ	1
Em mong nhận đc quà 💕💕🥰🥰	1
Mê cái cách bác sĩ tư vấn cho mình những liệu trình đắt tiền, nhưng mà thấy hiệu quả mình hết mê luôn	0
Bác ơi, máy soi da có phát hiện được da sẽ bị nám trong tương lai k ạ ❤️	1
Hoang dại quá anh :))))	1
may mắn ơi hãy gọi tên em 1 lần	1
Yes chị nghe theo bs Thảo thôi. Và chắc các chị em cũng vậy	1
Bác sĩ tư vấn như muốn lấy thêm tiền của khách vậy. Chán 	0
Ước gì năm mới bác có liệu trình trị nám cho người thu nhập thấp hihi	1
làm việc chậm quá	1
Helo bs Thảo	1
❤️❤️❤️❤️❤️	1
Giảm cân nhanh	1
"Đi nhanh rồi về em ơi
Bao người đang đợi"	1
10 đỉm không có nhưng ạ ❣	1
Dạ xịn chị Thục ơi	1
"Dịch vụ rất tệ
"	0
Quà xịn quớ	1
Khách hàng bị dị ứng sau khi điều trị gọi điện nhờ hỗ trợ thì hơn nửa ngày mới gọi lại rồi tư vấn qua loa sau đó im luôn. Gói chăm sóc đã mua thì ko trả lời sau khi khách đòi hoàn trả do chất lượng dịch vụ. Tốt nhất ko nên mua nhé, nhất là liên quan đến da.	0
Sản phẩm và dịch vụ không đảm bảo về chất lượng, gây tổn thương cho sức khỏe của khách hàng!	0
Mẹ con em đang chờ quà về từ hôm ấy	0
Mình với bạn mình đi nặn mụn ở đây, theo quan điểm của mình thì ở đây nặn mụn không sạch, cơ bản là mặt mình ít mụn nhưng lúc nặn có lẽ các bạn nhân viên soi ko kĩ. Sau khi nặn mụn về thì mình bị dị ứng nổi mẩn li ti, còn bạn mình thì tự nặn ra 1 đống mụn. Tuy nhiên bạn nhân viên nặn mụn khá nhiệt tình.	0
Vẫn còn là em gái tuyết mà già gì chị, anh trai mưa nào kỳ vậy 😆	1
Phòng khám cho minh xin lịch bác sĩ nhé, mình muon khám da trước 😊	1
Ship nào	1
Huỳnh Trung Hiếu phụ đạo lại đi. Haha	1
Hay thế, chị xem mấy lần vẫn thích😍	1
Choy ơi chắc xin 1 slot qua đó nhảy quá Chị kakaka	1
Clip bts này đẹp luôn anh ui haahahha	1
Em chuc BS khai truong hồng hồng phát  phát.thuận buom xuôi gió suốt năm BS nhé 👍🎉🎉🎉🎉🎉🎉	1
Trải nghiệm tồi tệ nhất mà gặp phải.	0
Cảm giác như các bạn diều dưỡng tay nghề thấp quá. Chăm sóc da mà cứ như đi hành xác nhau vậy. Tiêm meso xong mình cảm giác như nó cũng chả khác gì. Tiền mất mà chả có ích lợi gì, phí thời gian vl 	0
Nay Bs live nhiều mắt xem quá trời	1
Dịch vụ tệ, khách hàng đặt hẹn, xác nhận lịch nhưng khi đến phải chờ 30ph, k tôn trọng khách hàng	0
trộm vía tóc nhanh dài và khỏe lắm Pen ơiii	1
Liệu trình thường kéo dài thời gian bao lâu BS ơi	1
Anh trai xịn!	1
Hix	1
Bên đó bị lâu ời ha? 😳😳😳	1
Trộm vía! Trộm vía!	1
Quá tuyệt vời chị oi	1
Chúc Bs cùng toàn thể nhân viên Pensilia năm mới vui ,khoẻ ,an khang thịnh  vượng ,phát tài ,phát lộc ,có nhiều khách hàng hơn ,Pensilia ngày càng lớn mạnh hơn	1
Hôm bữa mình có chở mẹ đi, bên đây nhìn ở ngoài thì to nhưng bên trong phòng làm thì rất nhỏ nhìn rất CŨ, giường cũng nhỏ, mẹ mình làm 20 triệu mà tư vấn kiểu rất hời hợt, dịch vụ thì KHÔNG nhiệt tình, bs làm lệch vị trí thì kêu là đừng nói ai, trong lúc làm chân mày cho mẹ mình thì nhân viên KHÔNG tập trung mà nói chuyện với nhau rất nhiều, sau khi làm xong mẹ mình đau quá nằm chườm đá thì nhân viên đi tới đi lui ĐỤNG mẹ mình rất nhiều lần, cảm thấy thật sự rất bực mình, làm mẹ mình lo về kết quả sau này lắm. Mọi người ai tính làm ở đây thì nên tìm hiểu kĩ lại nha.	0
Giảm cân an toàn	1
❤️🥰	1
Làm săm môi , 2 lần vẫn trắng nhợt . Các ban không nên làm ở mĩ viện này. Lần trước minh săm mi mắt cũng bị chệch lên trên , phải làm đi làm lai mấy lần cuoi cùng trông rất xấu	1
Giảm cân an toàn	1
❤️❤️❤️	1
Cảm ơn c	1
Tuần  trước  em hẹn  bs mà không  được  gặp, em mới  tiêm  nám với  đi laze đồng bên  bác.	0
....	1
PenTalk sẽ được phát sóng mỗi thứ 6 lúc 20h tại: https://www.youtube.com/@PensiliaClinic	1
Lễ tân gì kì thiệc, lần đầu mình đến mà không cảm thấy được sự hiếu khách, làm việc mà cứ nhăn cái mặt vào. Các em ơi mình là con người, là nhân viên thôi chứ không phải mẹ thiên hạ đâu	0
Sản phẩm và dịch vụ không mang lại kết quả như đã hứa hẹn, cảm thấy lừa dối!	1
😍😍🥰🥰🥰	1
Chủ tịch đâu sao ko mời nhảy chung chị😆	1
Bs ơi, lấy tay để cam focus nhé	1
Vào khám vùng kín mà kể ra nó cười ha hả, chán thiệt	1
Pensilia luôn năng lượng, nhiệt huyết	1
mong nhận được quà của bác sĩ	1
❤️❤️❤️	1
💐💕❤️🌹👏🏻	1
Gọi lúc nghe lúc không	0
Quá sứ tệ, không hiệu quả. Trị mắt bọng mà không trị như cam kết. Được mỗi cái mã	0
Dữ dzay sao haha	1
mong được 1 lần gặp bs	1
Chào bác Thảo !	1
...	1
Sao giống Anh Cường tán lại Chị dậy!!! Mà Chị Tui thì Oh la la!!!! Mãi yêu!!	1
Chúc mừng năm mới em và gđ 💐💐	1
"quá xịn sò
chúc Pensilia ngày càng phát triển vững mạnh"	1
CSKH cho khách hàng đã mua liệu trình quá tệ.	1
Tư vấn như kiểu múa múa nghe cho ngầu rồi đề xuất một nùi liệu trình mà mình chả biết có nên dùng hay không. Nghe mùi lùa gà quá 	1
Chúc bác Thảo năm mới thành công và hạnh phúc hơn nữa	1
Happy new year Pensillia 😚	1
gg	1
C ơi giữa trán e có 1 vệt nhăn gây lõm chỗ ấn đường giữa 2 lông mày thì e nên dùng phương pháp nào ạ	1
Chúc bs khai trương hồng phát.	1
Mong nhận được quà của bs ạ	1
Giảm cân an toàn	1
Thứ 3 chị lên lấy nhân mụn nhe	1
"Đã đặt lịch trên app rồi, đến nơi chờ thêm 10p nữa thì nv đến kêu đông quá hết chỗ rồi đổi ngày khác đi. 1 lần khác cũng y chang,  đặt lịch rồi. Đến đúng giờ mà nv cho chờ tận 1 tiếng sau mới dc làm.
Trong lúc làm thì cứ kêu mua thêm gói, đã bảo ko, mà nhây nhây đứng đó nói suốt, rất phiền khách."	1
Tham khảo mua hàng tại đây: https://dep24gio.vn/search?type=product&q=kh%E1%BA%A9u%20trang	1
	1
Chắc ở đây đào tạo nhân viên sales chứ chả phải nhân viên tư vấn. Tư vấn gì chả thấy cho khách hàng hiểu về tình trạng hiện tại mà ăn nói búa lua xua cho mình hết hiểu rồi nhét vào mồm một nùi liệu trình. Đến lạy	0
Chị tưởng cập đôi trẻ  nào không á	1
❤️	1
Tư vấn không kỹ, k  có bác sĩ thăm khám da cho mình khi mình có nhu cầu làm biocell thì chỉ biết lấy tiền thôi. Còn khi da bị vấn đề mình phải tự mua thuốc , còn nói đó là do da mình bị này bị kia. Spa k giải quyết vấn đề cho khách tới khi mình nhắn thì nói lên để tham khám vẫn k ai thăm khám rồi tư vấn cho mình làm liệu trình khác vẫn phải trả thêm phí. Nói chung là tiền mất tật mang, da mình chưa thấy đẹp mà vừa xấu vừa mất tiền vừa bực bội. Mình rất sai lầm khi đã tin tưởng chọn nơi này điều trị da cho mình.	0
